Name;Symbol;Start Date;Hist.;Category;Exchange;Market;Currency;Type;Sector;Full Name
TRIG SOCIAL MEDIA (XET);D:TRIX;18.09.2014;2014;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Trig Social Media (XETRA)
TRINKAUS SECONDARY ZWEITAUSENDSECHS GMBH;D:T2R;25.07.2006;2006;Equities;Duesseldorf;Germany;Euro;Equity;Financial Services (Sector);Trinkaus Secondary Zweitausendsechs GMBH
TRIPLAN;D:TPN;28.03.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Triplan
TRIPLAN (XET);D:TPNX;28.03.2001;2001;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Triplan (XETRA)
TTL INFORMATION TECH;D:TTO;12.07.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;TTL Information Technology
TURBON;D:TUR;25.10.1991;1991;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Turbon
TYROS FINZDIEN.;D:T7RA;05.06.2006;2006;Equities;Hamburg;Germany;Euro;Equity;Financial Services (Sector);Tyros Finanzdienstleistungen
U C A;D:UCA1;08.12.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);U C A
UESTRA HAN.VKBTBE.;D:HVB;30.09.1988;1988;Equities;Hamburg;Germany;Euro;Equity;Travel and Leisure;Uestra Hannoversche Verkehrsbetriebe
UET UNITED ELTECH.;D:CFC;13.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);UET United Electronic Technology
UET UNITED ELTECH. (XET);D:CFCX;13.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);UET United Electronic Technology (XETRA)
UHR DE;D:U1D;18.08.2016;2016;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;UHR de
ULTRASONIC;D:US5;09.12.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;Ultrasonic
UMS UTD.MED.SYS.INTL.;D:UMS;14.07.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;UMS United Medical Systems International
UMWELTBANK;D:UBK;22.06.2001;2001;Equities;Berlin;Germany;Euro;Equity;Banks;Umweltbank
UMWELTBANK (XET);D:UBKX;09.07.2001;2001;Equities;XETRA;Germany;Euro;Equity;Banks;Umweltbank (XETRA)
UNIPROF RLST.HLDG.;D:UPR;25.03.2002;2002;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Uniprof Real Estate Holding
UNITED LABELS;D:ULC;09.05.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;United Labels
UNITED LABELS (XET);D:ULCX;09.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;General Retailers;United Labels (XETRA)
UNITED POWER TECHNOLOGY;D:UP7;09.06.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;United Power Technology
UNYLON;D:UYN;31.07.1996;1996;Equities;Stuttgart;Germany;Euro;Equity;Chemicals;Unylon
USU SOFTWARE;D:OSP2;20.03.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;USU Software
USU SOFTWARE (XET);D:OSPX;21.03.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;USU Software (XETRA)
UZIN UTZ;D:UZU;14.10.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Uzin UTZ
UZIN UTZ (XET);D:UZUX;12.08.1999;1999;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Uzin UTZ (XETRA)
VA-Q-TEC;D:VQT;29.09.2016;2016;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Virginia-Q-Tec
VA-Q-TEC (XET);D:VQTX;30.09.2016;2016;Equities;XETRA;Germany;Euro;Equity;Unclassified;Virginia-Q-Tec (XETRA)
VALORA EFFEKTEN HANDEL;D:VEH;04.08.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Valora Effekten Handel
VALUE MANAGEMENT K;D:VMR1;26.10.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Value Management K
VALUE-HOLDINGS;D:VHO;22.07.1999;1999;Equities;Stuttgart;Germany;Euro;Equity;Financial Services (Sector);Value-Holdings
VALUE-HOLDINGS INTL.;D:NW4;19.10.2007;2007;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);Value-Holdings International
VANCAMEL;D:VC8;10.10.2013;2013;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Vancamel
VARENGOLD BANK;D:VG8;19.03.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Varengold Bank
VARENGOLD BANK (XET);D:VG8X;19.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Varengold Bank (XETRA)
VASCORY;D:VG1;28.10.1988;1988;Equities;Hamburg;Germany;Euro;Equity;Household Goods and Home Construction;Vascory
VDN VER.DT.NICKELWERKE;D:VDN;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Metals and Mining;VDN Vereinigte Deutsche Nickelwerke
VECTRON SYSTEMS;D:V3S;22.03.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Vectron Systems
VECTRON SYSTEMS (XET);D:V3SX;22.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Vectron Systems (XETRA)
VER.FILZFABRIKEN;D:VFF;30.09.1988;1988;Equities;Munich;Germany;Euro;Equity;Personal Goods;Vereinigte Filzfabriken
VERIANOS REAL (XET) ESTATE;D:IVAX;13.04.2006;2006;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Verianos Real (XETRA) Estate
VERIANOS REAL ESTATE;D:VROS;09.08.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Verianos Real Estate
VERSANDHAND IN NEUM;D:OPP;14.10.1988;1988;Equities;Berlin;Germany;Euro;Equity;General Retailers;Versandhand in Neum
VESTCORP;D:VES;03.02.1999;1999;Equities;Munich;Germany;Euro;Equity;Financial Services (Sector);Vestcorp
VICTORIA REAL;D:VRL;03.01.2017;2017;Equities;Duesseldorf;Germany;Euro;Equity;Unclassified;Victoria Real
VIETNAM PR.HLDG. (XET);D:3MTX;27.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment Trusts;Vietnam Property Holding (XETRA)
VIETNAM PROPERTY HOLDING;D:3MT;27.11.2007;2007;Equities;Stuttgart;Germany;Euro;Equity;Real Estate Investment Trusts;Vietnam Property Holding
VILLEROY & BOCH;D:VIB3;11.06.1990;1990;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Villeroy and Boch
VILLEROY & BOCH (XET);D:VIBX;18.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Villeroy and Boch (XETRA)
VISCOM;D:V6C;09.05.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Viscom
VISCOM (XET);D:V6CX;09.05.2006;2006;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Viscom (XETRA)
VITA 34;D:V3V;26.03.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Vita 34
VITA 34 INTL. (XET);D:V3VX;26.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Vita 34 International (XETRA)
VIVANCO GRUPPE;D:VG0K;24.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Vivanco Gruppe
VPE WERTPAH.;D:P0E;09.02.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);VPE Wertpapierhandelsbank
VTION WIRELESS TECH.;D:V33;30.09.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Vtion Wireless Technology
WALLIX;F:ALLX;15.06.2015;2015;Equities;Euronext.liffe Paris;Germany;Euro;Equity;Software and Computer Services;Wallix
WALLSTREET:ONLINE K;D:WSOK;21.02.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Wallstreet : Online K
WALLSTREET:ONLINE K(XET);D:WSOX;21.02.2006;2006;Equities;XETRA;Germany;Euro;Equity;Media;Wallstreet : Online K (XETRA)
WALTER BAU;D:WTB;27.02.1992;1992;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Walter Bau
WANDERER-WERKE;D:WAN;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Wanderer-Werke
WASGAU PDK.& HANDELS;D:MSH;05.10.1994;1994;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food and Drug Retailers;Wasgau Produktions and Handels
WCM BETS.-UND (XET) GRUNBSZ.;D:WCMX;20.08.1998;1998;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;WCM Beteiligungs-und (XETRA) Grundbesitz
WCM BETS.-UND GRUNBSZ.;D:WCMK;23.09.1993;1993;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;WCM Beteiligungs-und Grundbesitz
WEBAC-HOLDING;D:RKB;07.08.1987;1987;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Webac-Holding
WENG FINE ART (XET);D:WFTX;04.02.2013;2013;Equities;XETRA;Germany;Euro;Equity;General Retailers;Weng Fine Art (XETRA)
WESTAG & GETALIT;D:WUG;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Westag and Getalit
WESTAG & GETALIT (XET);D:WUGX;03.01.2000;2000;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Westag and Getalit (XETRA)
WESTPORT ENERGIE;D:WPF;07.12.2016;2016;Equities;Hamburg;Germany;Euro;Equity;Unclassified;Westport Energie
WIGE MEDIA;D:WIG1;06.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Wige Media
WIGE MEDIA (XET);D:WIGX;06.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Wige Media (XETRA)
WILD BUNCH;D:WBAG;28.01.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Wild Bunch
WILD BUNCH (XET);D:SM@X;25.02.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Wild Bunch (XETRA)
WILEX;D:WL6;10.11.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Wilex
WILEX (XET);D:WL6X;10.11.2006;2006;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Wilex (XETRA)
WILLIAMS GRAND PRIX HDG.;D:WGF1;01.03.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Travel and Leisure;Williams Grand Prix Holdings
WILLIAMS GRAND PRIX(XET) HDG.;D:WGFX;01.03.2011;2011;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Williams Grand Prix (XETRA) Holdings
WINDELN;D:WDL;06.05.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Windeln
WINDELN (XET);D:WDLX;06.05.2015;2015;Equities;XETRA;Germany;Euro;Equity;General Retailers;Windeln (XETRA)
WINDHOFF;D:WID;24.11.1993;1993;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Windhoff
WIZCOM TECHS.;D:WZM;26.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Wizcom Technologies
WKM TERRAIN & BETS.;D:WKM;02.01.1989;1989;Equities;Berlin;Germany;Euro;Equity;Real Estate Investment and Services;WKM Terrain and Beteiligungs
YMOS;D:YMO;30.06.1986;1986;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Ymos
YOC;D:YOC;01.06.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;YOC
YOC (XET);D:YOCX;01.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Media;YOC (XETRA)
YOUBISHENG GREEN PAPER;D:YB1A;12.07.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Forestry and Paper;Youbisheng Green Paper
YOUNIQ;D:YOU;07.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Youniq
YOUR DRINKS;D:BLT;27.11.1989;1989;Equities;Stuttgart;Germany;Euro;Equity;Industrial Engineering;Your Drinks
YOUR FAMILY ENTM.;D:RTV;07.06.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Your Family Entertainment
ZAPF CREATION;D:ZPFK;26.04.1999;1999;Equities;Stuttgart;Germany;Euro;Equity;Leisure Goods;Zapf Creation
